column1,Customer_City,Customer_Country,Customer_Email,Customer_Fname,Customer_Id,Customer_Lname,Customer_Password,Customer_Segment,Customer_State,Customer_Street,Customer_Zipcode
5300,New York,EE. UU.,XXXXXXXXX,Ashley,8725,Smith,XXXXXXXXX,Consumer,NY,5959 Harvest Forest Boulevard,10003
5324,New York,EE. UU.,XXXXXXXXX,Mary,3679,Carpenter,XXXXXXXXX,Consumer,NY,2455 Stony Fox Crossing,10027
5328,Brooklyn,EE. UU.,XXXXXXXXX,Mary,3772,Smith,XXXXXXXXX,Consumer,NY,283 Honey Goose Crescent,11229
5334,New York,EE. UU.,XXXXXXXXX,Amy,3855,Smith,XXXXXXXXX,Consumer,NY,6502 Red Point,10023
5354,New York,EE. UU.,XXXXXXXXX,Gregory,11312,Trujillo,XXXXXXXXX,Consumer,NY,3206 Noble Treasure Field,10128
5367,Lockport,EE. UU.,XXXXXXXXX,Barbara,4229,Smith,XXXXXXXXX,Consumer,NY,2805 Crystal Moor,14094
5379,Lindenhurst,EE. UU.,XXXXXXXXX,Mary,2642,Gould,XXXXXXXXX,Consumer,NY,1812 Sunny River Wharf,11757
5404,Astoria,EE. UU.,XXXXXXXXX,Mary,5046,Smith,XXXXXXXXX,Consumer,NY,7191 Sunny Loop,11103
5409,Flushing,EE. UU.,XXXXXXXXX,Gloria,12186,Mcknight,XXXXXXXXX,Consumer,NY,9780 Misty Pike,11355
5410,New York,EE. UU.,XXXXXXXXX,Robert,1489,Smith,XXXXXXXXX,Consumer,NY,9437 Middle Beacon Place,10003
5411,Forest Hills,EE. UU.,XXXXXXXXX,Mary,10378,Bradley,XXXXXXXXX,Consumer,NY,9800 Lazy Fox Isle,11375
5425,Bronx,EE. UU.,XXXXXXXXX,Ivory,13248,Curry,XXXXXXXXX,Consumer,NY,"444 Grand Corner ",10462
5433,Bronx,EE. UU.,XXXXXXXXX,Melissa,13277,Roberts,XXXXXXXXX,Consumer,NY,"3760 Rocky Village ",10463
5435,Rego Park,EE. UU.,XXXXXXXXX,Denise,11684,Smith,XXXXXXXXX,Consumer,NY,2930 Cotton Limits,11374
5445,Brooklyn,EE. UU.,XXXXXXXXX,Mary,5502,Fritz,XXXXXXXXX,Consumer,NY,2867 Iron Avenue,11226
5454,Brooklyn,EE. UU.,XXXXXXXXX,Eric,8285,Smith,XXXXXXXXX,Consumer,NY,5485 Sleepy Hollow,11219
5467,Bronx,EE. UU.,XXXXXXXXX,Mary,7800,Sandoval,XXXXXXXXX,Consumer,NY,1763 Crystal Valley,10463
5478,Bronx,EE. UU.,XXXXXXXXX,Cherokee,14811,Martinez,XXXXXXXXX,Consumer,NY,5990 Hazy Glade,10467
5480,Brooklyn,EE. UU.,XXXXXXXXX,Judy,1147,Smith,XXXXXXXXX,Consumer,NY,521 Fallen Lagoon Glade,11235
5482,Bronx,EE. UU.,XXXXXXXXX,Alice,2711,Rodriguez,XXXXXXXXX,Consumer,NY,2734 Dusty Blossom Road,10460
5492,Bronx,EE. UU.,XXXXXXXXX,Robert,4922,Russo,XXXXXXXXX,Consumer,NY,9843 Indian Passage,10466
5502,Staten Island,EE. UU.,XXXXXXXXX,Mary,1643,Carr,XXXXXXXXX,Consumer,NY,3796 Rustic Autoroute,10306
13185,Brooklyn,EE. UU.,XXXXXXXXX,Aubrey,19593,Oneill,XXXXXXXXX,Consumer,NY,7869 Crystal View Villas,11230
13232,Brooklyn,EE. UU.,XXXXXXXXX,Sarah,19546,Shields,XXXXXXXXX,Consumer,NY,4046 Round Wharf,11209
13278,Brooklyn,EE. UU.,XXXXXXXXX,Daryl,19500,Webster,XXXXXXXXX,Consumer,NY,9188 Rocky Vale,11219
13327,Rome,EE. UU.,XXXXXXXXX,Avye,16986,Barron,XXXXXXXXX,Consumer,NY,5514 Lost Walk,13440
13361,Brooklyn,EE. UU.,XXXXXXXXX,Nevada,16952,Vang,XXXXXXXXX,Consumer,NY,4046 Round Wharf,11209
13386,Elmhurst,EE. UU.,XXXXXXXXX,Haley,16927,Blanchard,XXXXXXXXX,Consumer,NY,3310 Rocky Boulevard,11373
13425,Freeport,EE. UU.,XXXXXXXXX,Kaitlin,16888,Preston,XXXXXXXXX,Consumer,NY,3243 Shady Corner,11520
18761,Brooklyn,EE. UU.,XXXXXXXXX,Wynter,17150,Shannon,XXXXXXXXX,Consumer,NY,23 Old Corners,11214
18788,Buffalo,EE. UU.,XXXXXXXXX,Renee,18213,Simpson,XXXXXXXXX,Consumer,NY,7639 Silent Valley,14221
18803,Brooklyn,EE. UU.,XXXXXXXXX,Blossom,16058,Oneal,XXXXXXXXX,Consumer,NY,8609 Rustic Grounds,11204
18811,Bronx,EE. UU.,XXXXXXXXX,Stacy,17412,Massey,XXXXXXXXX,Consumer,NY,7773 Merry Autoroute,10463
18819,Bronx,EE. UU.,XXXXXXXXX,Yetta,17405,Frazier,XXXXXXXXX,Consumer,NY,5990 Hazy Glade,10467
18838,Rego Park,EE. UU.,XXXXXXXXX,Ariana,15639,Vazquez,XXXXXXXXX,Consumer,NY,4916 Honey Highlands,11374
18839,Brooklyn,EE. UU.,XXXXXXXXX,Blossom,15674,Ferguson,XXXXXXXXX,Consumer,NY,9009 Umber Log Island,11226
18847,Rochester,EE. UU.,XXXXXXXXX,Irma,18575,Best,XXXXXXXXX,Consumer,NY,8153 Indian Beacon Impasse,14609
18889,Bronx,EE. UU.,XXXXXXXXX,Ainsley,16502,Cherry,XXXXXXXXX,Consumer,NY,6283 Dusty Rise,10473
18890,Bronx,EE. UU.,XXXXXXXXX,Ivy,16435,Cantu,XXXXXXXXX,Consumer,NY,4715 Harvest Creek Mews,10472
18905,Brooklyn,EE. UU.,XXXXXXXXX,Mary,1526,Smith,XXXXXXXXX,Consumer,NY,4167 Little Thicket,11223
7921,Huntington Station,EE. UU.,XXXXXXXXX,Barbara,5617,Smith,XXXXXXXXX,Consumer,NY,3829 Gentle Beacon Meadow,11746
7925,Staten Island,EE. UU.,XXXXXXXXX,Frank,8025,Foster,XXXXXXXXX,Consumer,NY,7780 Cozy Pond Court,10314
7927,Rego Park,EE. UU.,XXXXXXXXX,Mary,3002,Carter,XXXXXXXXX,Consumer,NY,7353 Round Spring Chase,11374
7928,New York,EE. UU.,XXXXXXXXX,Ruth,3582,Smith,XXXXXXXXX,Consumer,NY,5860 Grand Limits,10027
7941,New York,EE. UU.,XXXXXXXXX,Alexander,6903,Moore,XXXXXXXXX,Consumer,NY,2210 Merry Leaf Row,10021
7953,Bronx,EE. UU.,XXXXXXXXX,Patricia,535,Hunt,XXXXXXXXX,Consumer,NY,6030 Honey Pond Thicket,10453
7956,Jackson Heights,EE. UU.,XXXXXXXXX,Mary,6391,Smith,XXXXXXXXX,Consumer,NY,3064 Thunder Centre,11372
7995,North Tonawanda,EE. UU.,XXXXXXXXX,Aileen,15642,Rodriguez,XXXXXXXXX,Consumer,NY,3601 Foggy Timber Gate,14120
7996,Brooklyn,EE. UU.,XXXXXXXXX,James,11683,Guzman,XXXXXXXXX,Consumer,NY,3169 Shady Close,11206
3059,New York,EE. UU.,XXXXXXXXX,Elizabeth,7636,Smith,XXXXXXXXX,Consumer,NY,9293 Tawny Terrace,10031
3064,Brooklyn,EE. UU.,XXXXXXXXX,Jordan,12426,Valdez,XXXXXXXXX,Consumer,NY,5561 Quiet Loop,11210
3068,Endicott,EE. UU.,XXXXXXXXX,Victoria,3529,Weaver,XXXXXXXXX,Consumer,NY,2503 Easy Path,13760
3076,Troy,EE. UU.,XXXXXXXXX,Anna,9017,Kelly,XXXXXXXXX,Consumer,NY,4563 Silver Rabbit Island,12180
3077,Ridgewood,EE. UU.,XXXXXXXXX,Hannah,7712,Smith,XXXXXXXXX,Consumer,NY,4502 Hazy Run,11385
3080,New York,EE. UU.,XXXXXXXXX,Mary,5983,Anderson,XXXXXXXXX,Consumer,NY,2737 Pleasant Parade,10031
3086,Brooklyn,EE. UU.,XXXXXXXXX,Kelly,2687,Smith,XXXXXXXXX,Consumer,NY,3914 Silver Horse Cape,11226
3091,Brooklyn,EE. UU.,XXXXXXXXX,Robert,8005,Lambert,XXXXXXXXX,Consumer,NY,1546 Cinder Autumn Cape,11230
3100,Ithaca,EE. UU.,XXXXXXXXX,Nicole,10481,Baker,XXXXXXXXX,Consumer,NY,4089 Tawny Prairie Thicket,14850
3103,Huntington Station,EE. UU.,XXXXXXXXX,Frances,1048,Terrell,XXXXXXXXX,Consumer,NY,5989 Misty Timber Concession,11746
3104,Brooklyn,EE. UU.,XXXXXXXXX,Nicole,11277,Gordon,XXXXXXXXX,Consumer,NY,797 Middle Jetty,11229
3118,New York,EE. UU.,XXXXXXXXX,Mary,11211,Yu,XXXXXXXXX,Consumer,NY,8668 Shady Panda Expressway,10032
3132,South Richmond Hill,EE. UU.,XXXXXXXXX,Nicholas,2611,Hood,XXXXXXXXX,Consumer,NY,89 Fallen Mount,11419
3149,New York,EE. UU.,XXXXXXXXX,Tyler,827,Smith,XXXXXXXXX,Consumer,NY,5505 Grand Cloud Farm,10031
3162,Rome,EE. UU.,XXXXXXXXX,Bobby,10194,Walker,XXXXXXXXX,Consumer,NY,4174 Pleasant Mountain Acres,13440
3169,Forest Hills,EE. UU.,XXXXXXXXX,Kathleen,3201,Smith,XXXXXXXXX,Consumer,NY,9117 Rustic Beach,11375
3178,Brooklyn,EE. UU.,XXXXXXXXX,Andrew,3813,Smith,XXXXXXXXX,Consumer,NY,1829 Jagged Gate Forest,11201
3183,Bronx,EE. UU.,XXXXXXXXX,Olivia,1407,White,XXXXXXXXX,Consumer,NY,4271 Hazy Close,10452
3195,Brooklyn,EE. UU.,XXXXXXXXX,Mary,4090,Middleton,XXXXXXXXX,Consumer,NY,7894 Misty Dale,11210
3200,Bronx,EE. UU.,XXXXXXXXX,Stephanie,3873,Hunter,XXXXXXXXX,Consumer,NY,8212 Sleepy Parkway,10463
3213,Bronx,EE. UU.,XXXXXXXXX,Steven,4529,Morgan,XXXXXXXXX,Consumer,NY,7518 Noble Parkway,10467
3224,Buffalo,EE. UU.,XXXXXXXXX,Mary,4846,Lambert,XXXXXXXXX,Consumer,NY,1399 Dewy Expressway,14215
3234,New York,EE. UU.,XXXXXXXXX,Adam,3319,Prince,XXXXXXXXX,Consumer,NY,2275 Rustic Impasse,10016
3236,Brooklyn,EE. UU.,XXXXXXXXX,Kathleen,5989,Becker,XXXXXXXXX,Consumer,NY,7236 Middle Gardens,11235
3239,Levittown,EE. UU.,XXXXXXXXX,Mary,10589,Smith,XXXXXXXXX,Consumer,NY,7676 Quaking Run,11756
3247,Rego Park,EE. UU.,XXXXXXXXX,Mary,9179,Pearson,XXXXXXXXX,Consumer,NY,1109 Heather Rise,11374
3282,Buffalo,EE. UU.,XXXXXXXXX,Mary,4568,Hodge,XXXXXXXXX,Consumer,NY,7651 Round Path,14215
16332,Brooklyn,EE. UU.,XXXXXXXXX,Meredith,12577,Hobbs,XXXXXXXXX,Consumer,NY,1526 Broad Mountain Plaza,11203
16338,Lindenhurst,EE. UU.,XXXXXXXXX,Mikayla,12620,Burt,XXXXXXXXX,Consumer,NY,3594 Thunder Zephyr Bank,11757
16361,Bronx,EE. UU.,XXXXXXXXX,Mary,3279,Wells,XXXXXXXXX,Consumer,NY,5079 Velvet Hickory By-pass,10468
16372,Lockport,EE. UU.,XXXXXXXXX,Melinda,18471,Williams,XXXXXXXXX,Consumer,NY,8400 Clear Wagon Row,14094
16385,Freeport,EE. UU.,XXXXXXXXX,Mari,18154,Herman,XXXXXXXXX,Consumer,NY,3482 Indian Pony Towers,11520
16387,Massapequa,EE. UU.,XXXXXXXXX,Lilah,18171,Michael,XXXXXXXXX,Consumer,NY,3470 Clear Estates,11758
16389,New York,EE. UU.,XXXXXXXXX,Alexis,18169,Morse,XXXXXXXXX,Consumer,NY,89 Velvet Woods,10016
16390,Spring Valley,EE. UU.,XXXXXXXXX,Lilah,18133,Lucas,XXXXXXXXX,Consumer,NY,1213 Cotton Pike,10977
16396,Rego Park,EE. UU.,XXXXXXXXX,Amela,18233,Dorsey,XXXXXXXXX,Consumer,NY,4916 Honey Highlands,11374
16400,Brooklyn,EE. UU.,XXXXXXXXX,Fatima,16588,Stanley,XXXXXXXXX,Consumer,NY,4644 Honey Pond Quay,11234
16408,Brooklyn,EE. UU.,XXXXXXXXX,Martha,19182,Gamble,XXXXXXXXX,Consumer,NY,4644 Honey Pond Quay,11234
16418,Bronx,EE. UU.,XXXXXXXXX,Doris,15735,Rivas,XXXXXXXXX,Consumer,NY,8284 Fallen Heath,10472
16427,Bronx,EE. UU.,XXXXXXXXX,Sacha,15721,Bentley,XXXXXXXXX,Consumer,NY,1980 Wishing Vale,10472
16443,Brooklyn,EE. UU.,XXXXXXXXX,Avye,17468,Holloway,XXXXXXXXX,Consumer,NY,1208 Dewy Pine Pathway,11221
16445,Bay Shore,EE. UU.,XXXXXXXXX,Destiny,18514,Lynch,XXXXXXXXX,Consumer,NY,67 Cotton Mountain Terrace,11706
16449,New York,EE. UU.,XXXXXXXXX,Kirby,16018,Pitts,XXXXXXXXX,Consumer,NY,5860 Grand Limits,10027
10884,Brooklyn,EE. UU.,XXXXXXXXX,Cora,14502,Ramos,XXXXXXXXX,Consumer,NY,9406 Middle Cider Crest,11229
10887,Buffalo,EE. UU.,XXXXXXXXX,Pandora,14154,Cole,XXXXXXXXX,Consumer,NY,4606 Umber Range,14221
10894,Far Rockaway,EE. UU.,XXXXXXXXX,James,5248,Smith,XXXXXXXXX,Consumer,NY,6269 Silver Bluff Alley,11691
10898,Brooklyn,EE. UU.,XXXXXXXXX,Timothy,7736,Smith,XXXXXXXXX,Consumer,NY,6217 Rustic Lake Forest,11219
10901,Lindenhurst,EE. UU.,XXXXXXXXX,Catherine,2338,Stephenson,XXXXXXXXX,Consumer,NY,273 Velvet Anchor Pines,11757
10902,Tonawanda,EE. UU.,XXXXXXXXX,Emma,2901,Davis,XXXXXXXXX,Consumer,NY,6829 Umber Isle,14150
10920,Brooklyn,EE. UU.,XXXXXXXXX,Sopoline,14556,Harrington,XXXXXXXXX,Consumer,NY,23 Old Corners,11214
10924,Jamaica,EE. UU.,XXXXXXXXX,Leigh,14163,Sharp,XXXXXXXXX,Consumer,NY,7208 Misty By-pass,11434
10925,Rome,EE. UU.,XXXXXXXXX,Hyacinth,14288,Vazquez,XXXXXXXXX,Consumer,NY,1236 Stony Apple Corners,13440
10930,Huntington Station,EE. UU.,XXXXXXXXX,Chloe,13481,Marks,XXXXXXXXX,Consumer,NY,432 Dusty Glen,11746
10958,Brooklyn,EE. UU.,XXXXXXXXX,Mary,133,Lopez,XXXXXXXXX,Consumer,NY,948 Thunder Gate Beach,11219
10960,Endicott,EE. UU.,XXXXXXXXX,Amity,14726,Lopez,XXXXXXXXX,Consumer,NY,3927 Indian Village,13760
10970,Staten Island,EE. UU.,XXXXXXXXX,Signe,13991,Levine,XXXXXXXXX,Consumer,NY,4047 Grand Port,10314
11002,Bronx,EE. UU.,XXXXXXXXX,Diana,4066,Cordova,XXXXXXXXX,Consumer,NY,6283 Dusty Rise,10473
11011,Bronx,EE. UU.,XXXXXXXXX,Mary,2375,Smith,XXXXXXXXX,Consumer,NY,5990 Hazy Glade,10467
11020,Staten Island,EE. UU.,XXXXXXXXX,Jeffrey,8278,Smith,XXXXXXXXX,Consumer,NY,8205 Silver Grove Row,10314
11031,Brooklyn,EE. UU.,XXXXXXXXX,Benjamin,4162,Smith,XXXXXXXXX,Consumer,NY,4992 Jagged Forest Subdivision,11237
11037,Brooklyn,EE. UU.,XXXXXXXXX,Victoria,41,Mason,XXXXXXXXX,Consumer,NY,7869 Crystal View Villas,11230
11045,Staten Island,EE. UU.,XXXXXXXXX,Cameron,18248,Savage,XXXXXXXXX,Consumer,NY,4791 Rocky Front,10306
11053,New York,EE. UU.,XXXXXXXXX,Claudia,16456,Vasquez,XXXXXXXXX,Consumer,NY,4232 Rustic Pine Canyon,10021
11054,Brooklyn,EE. UU.,XXXXXXXXX,Piper,16526,Castro,XXXXXXXXX,Consumer,NY,7894 Misty Dale,11210
11058,South Richmond Hill,EE. UU.,XXXXXXXXX,Mary,9456,Strickland,XXXXXXXXX,Consumer,NY,1846 Clear Bear Falls,11419
11100,Tonawanda,EE. UU.,XXXXXXXXX,Chantale,15283,Ross,XXXXXXXXX,Consumer,NY,473 Harvest Row,14150
11103,South Richmond Hill,EE. UU.,XXXXXXXXX,Alfreda,20054,Wilkins,XXXXXXXXX,Consumer,NY,5161 Old Grove Common,11419
